V1 shortname gene ID
AAK1,chr2,-,69757139,69766553,69757139,69759294,69769654,69769797 AAK1 A3SS 6 AAK1 rMATS_1
PITRM1,chr10,-,3202039,3202128,3200877,3201234,3202395,3202522 PITRM1 SE 9 PITRM1 rMATS_10735
PITRM1,chr10,-,3207604,3207719,3207604,3207675,3208420,3208572 PITRM1 A3SS 5 PITRM1 rMATS_10736
PITRM1,chr10,-,3212295,3212398,3208420,3209234,3214908,3214923 PITRM1 SE 2 PITRM1 rMATS_10737
PKD2,chr4,+,88977237,88979255,88977237,88977419,88979134,88979255 PKD2 RI 8-9 PKD2 rMATS_10738
PKN2,chr1,+,89206670,89226059,89206670,89206971,89225904,89226059 PKN2 RI 2-3 PKN2 rMATS_10739
PKN2,chr1,+,89270073,89270217,89250321,89251896,89270528,89270604 PKN2 SE 10 PKN2 rMATS_10740
PKN2,chr1,+,89294163,89294306,89289992,89290069,89298759,89298840 PKN2 SE 20b PKN2 rMATS_10741
PKN2,chr1,+,89294163,89294324,89289992,89290069,89298759,89298840 PKN2 SE 20a PKN2 rMATS_10742
PKN2,chr1,+,89294163,89294836,89289992,89290069,89298759,89298840 PKN2 SE 20 PKN2 rMATS_10743
PKP4,chr2,+,159389949,159390046,159389691,159389828,159433782,159433895 PKP4 SE U1 PKP4 rMATS_10744
PKP4,chr2,+,159477501,159477633,159477501,159477627,159477742,159477933 PK4P A5SS 6 PK4P rMATS_10745
PKP4,chr2,+,159481389,159481736,159481636,159481736,159477742,159477933 PK4P A3SS 8 PK4P rMATS_10746
PKP4,chr2,+,159535092,159535166,159530394,159530512,159536940,159537477 PK4P SE 22 PK4P rMATS_10747
PLA2G4A,chr1,+,186839566,186839648,186818447,186823519,186862142,186862291 PLA2G4A SE 3 PLA2G4A rMATS_10748
PLAA,chr9,-,26907629,26907996,26907831,26907996,26903367,26906074 PLAA A5SS U1 PLAA rMATS_10749
PLAA,chr9,-,26910672,26913945,26910335,26910437,26917094,26917246 PLAA SE 11 PLAA rMATS_10750
PLAA,chr9,-,26913876,26913945,26909972,26910437,26917094,26917163 PLAA SE 11b PLAA rMATS_10751
PLAA,chr9,-,26913876,26916703,26910335,26910437,26917094,26917163 PLAA SE 11a PLAA rMATS_10752
PLAA,chr9,-,26920224,26920382,26913876,26919527,26923175,26923345 PLAA SE 8 PLAA rMATS_10753
PLAA,chr9,-,26928097,26928218,26928097,26928208,26928305,26928406 PLAA A3SS 4 PLAA rMATS_10754
PLAC8,chr4,-,84026048,84026131,84015830,84015944,84035818,84035911 PLAC8 SE 4 PLAC8 rMATS_10755
PLAC8,chr4,-,84026048,84026173,84015306,84015944,84035818,84035911 PLAC8 SE 4a PLAC8 rMATS_10756
PLAC8,chr4,-,84028956,84029103,84026048,84026173,84035818,84035887 PLAC8 SE 3 PLAC8 rMATS_10757
PLAUR,chr19,-,44159558,44159725,44156376,44156523,44160630,44169611 PLAUR SE 6 PLAUR rMATS_10758
PLAUR,chr19,-,44160630,44169611,44160630,44160792,44169467,44169611 PLAUR RI 5-4 PLAUR rMATS_10759
PLAUR,chr19,-,44168280,44169611,44169467,44169611,44160630,44160792 PLAUR A5SS U1 PLAUR rMATS_10760
PLB1,chr2,+,28828719,28828815,28827078,28827626,28829362,28829434 PLB1 SE 44 PLB1 rMATS_10761
PLB1,chr2,+,28843466,28843510,28843131,28843199,28843745,28843845 PLB1 SE 50 PLB1 rMATS_10762
PLCG2,chr16,+,81968033,81968136,81962162,81962229,81969773,81969983 PLCG2 SE 26 PLCG2 rMATS_10763
PLD1,chr3,-,171431682,171431835,171431682,171431791,171442485,171442578 PLD1 A3SS 13 PLD1 rMATS_10764
PLD3,chr19,+,40871459,40871837,40871459,40871492,40872325,40872417 PLD3 A5SS 3,4 PLD3 rMATS_10765
PLD6.FLCN,chr17,-,17131560,17135196,17131202,17131475,17136101,17136215 FLCN SE 3 FLCN rMATS_10766
PLEC,chr8,-,145013517,145016692,145016559,145016692,145012798,145012860 PLEC A5SS 9 PLEC rMATS_10767
PLEK,chr2,+,68609673,68615623,68609673,68609765,68615518,68615623 PLEK RI 4-6 PLEK rMATS_10768
PLEK,chr2,+,68609673,68615623,68609673,68609765,68615522,68615623 PLEK RI 4-6a PLEK rMATS_10769
PLEK,chr2,+,68614926,68615623,68613633,68613818,68620293,68620377 PLEK SE 6 PLEK rMATS_10770
PLEK,chr2,+,68614963,68615623,68613633,68613818,68620293,68620377 PLEK SE 6a PLEK rMATS_10771
PLEK,chr2,+,68614986,68615623,68613633,68613818,68620293,68620492 PLEK SE 6b PLEK rMATS_10772
PLEK,chr2,+,68615057,68615623,68613633,68613818,68620293,68620377 PLEK SE 6c PLEK rMATS_10773
PLEK,chr2,+,68615518,68621308,68615518,68620382,68621238,68621308 PLEK RI 6-8 PLEK rMATS_10774
PLEK,chr2,+,68615522,68615623,68613633,68613818,68620293,68620377 PLEK SE 6d PLEK rMATS_10775
PLEKHA2,chr8,+,38801306,38801355,38793511,38793568,38803641,38803739 PLEKHA2 SE 4 PLEKHA2 rMATS_10776
PLEKHA2,chr8,+,38809683,38809830,38808367,38808508,38810153,38810222 PLEKHA2 SE 7 PLEKHA2 rMATS_10777
PLEKHB2,chr2,+,131865033,131865211,131862871,131862971,131878506,131878551 PLEKHB2 SE U1 PLEKHB2 rMATS_10778
PLEKHB2,chr2,+,131865033,131865637,131862750,131862971,131878506,131878551 PLEKHB2 SE U2 PLEKHB2 rMATS_10779
PLEKHB2,chr2,+,131865033,131867809,131862871,131862971,131878506,131878551 PLEKHB2 SE U3 PLEKHB2 rMATS_10780
PLEKHB2,chr2,+,131865033,131868075,131862869,131862971,131878506,131878551 PLEKHB2 SE U4 PLEKHB2 rMATS_10781
PLEKHB2,chr2,+,131865033,131868079,131862871,131862971,131878506,131878551 PLEKHB2 SE U5 PLEKHB2 rMATS_10782
PLEKHB2,chr2,+,131865033,131872025,131862871,131862971,131878506,131878551 PLEKHB2 SE U6 PLEKHB2 rMATS_10783
PLEKHB2,chr2,+,131865033,131873229,131862419,131862971,131878506,131878551 PLEKHB2 SE U7 PLEKHB2 rMATS_10784
PLEKHG2,chr19,+,39911265,39911492,39911265,39911299,39911390,39911492 PLEKHG2 RI 13-14 PLEKHG2 rMATS_10785
PLEKHG3,chr14,+,65198078,65198261,65197755,65197887,65198431,65198524 PLEKHG3 SE 8 PLEKHG3 rMATS_10786
PLEKHM1,chr17,-,43545574,43545959,43527983,43535805,43552465,43552751 PLEKHM1 SE 8 PLEKHM1 rMATS_10787
PLEKHM1,chr17,-,43555003,43555513,43552465,43553092,43559802,43559891 PLEKHM1 SE 4 PLEKHM1 rMATS_10788
PLEKHM1,chr17,-,43555265,43555513,43535534,43553092,43559802,43559891 PLEKHM1 SE 4a PLEKHM1 rMATS_10789
PLEKHM1,chr17,-,43555265,43555513,43535534,43553092,43568017,43568097 PLEKHM1 SE 4_v1 PLEKHM1 rMATS_10790
PLEKHM1,chr17,-,43559802,43559891,43552465,43555513,43568017,43568048 PLEKHM1 SE 3 PLEKHM1 rMATS_10791
PLEKHM1P,chr17,-,62818371,62820990,62818371,62818511,62820943,62820990 AC103810.4 RI 5-3 AC103810.4 rMATS_10792
PLEKHM1P,chr17,-,62820480,62820990,62818371,62818511,62825278,62825367 AC103810.4 SE 3a AC103810.4 rMATS_10793
PLEKHM1P,chr17,-,62820480,62820990,62820943,62820990,62818371,62818511 AC103810.4 A5SS 3 AC103810.4 rMATS_10794
PLEKHM1P,chr17,-,62820742,62820990,62817884,62818511,62825278,62825367 AC103810.4 SE 3 AC103810.4 rMATS_10795
PLIN2,chr9,-,19119647,19121163,19119647,19119829,19121007,19121163 PLIN2 RI U-U PLIN2 rMATS_10796
PLK1,chr16,+,23692234,23692379,23691404,23691573,23693384,23693478 PLK1 SE 3 PLK1 rMATS_10797
PLK1S1,chr20,+,21117030,21117193,21112607,21112800,21142511,21142699 PLK1S1 SE U1 PLK1S1 rMATS_10798
PLK3,chr1,+,45268431,45269063,45268431,45268825,45268939,45269063 PLK3 RI 6-8 PLK3 rMATS_10799
PLK3,chr1,+,45268626,45270173,45268626,45269918,45270010,45270173 PLK3 RI 7-12 PLK3 rMATS_10800
PLK3,chr1,+,45268939,45269063,45268431,45268825,45269271,45269363 PLK3 SE 8 PLK3 rMATS_10801
PLK3,chr1,+,45268939,45269063,45268431,45268825,45269602,45269696 PLK3 SE 8_v1 PLK3 rMATS_10802
PLK3,chr1,+,45269817,45269918,45268626,45269696,45270010,45270173 PLK3 SE 11 PLK3 rMATS_10803
PLK3,chr1,+,45269817,45269918,45269834,45269918,45268626,45269696 PLK3 A3SS U1 PLK3 rMATS_10804
PLK3,chr1,+,45270912,45271051,45270010,45270173,45271158,45271254 PLK3 SE 14 PLK3 rMATS_10805
PLK3,chr1,+,45270937,45271051,45268431,45270173,45271158,45271667 PLK3 SE 14a PLK3 rMATS_10806
PLK4,chr4,+,128806862,128807883,128806862,128807781,128808550,128808651 PLK4 A5SS 6 PLK4 rMATS_10807
PLK4,chr4,+,128808550,128808651,128808594,128808651,128806862,128807883 PLK4 A3SS 7 PLK4 rMATS_10808
PLK4,chr4,+,128813519,128813669,128813519,128813553,128814439,128814573 PLK4 A5SS 11 PLK4 rMATS_10809
PLOD3,chr7,-,100859443,100859607,100859477,100859607,100859188,100859301 PLOD3 A5SS 5 PLOD3 rMATS_10810
PLRG1,chr4,-,155458437,155458631,155456148,155457896,155459120,155459234 PLRG1 SE 14 PLRG1 rMATS_10811
PLSCR1,chr3,-,146232966,146251337,146232966,146246618,146251256,146251337 PLSCR1 RI 11-5 PLSCR1 rMATS_10812
PLSCR1,chr3,-,146239330,146239488,146234792,146234954,146239619,146239840 PLSCR1 SE 9 PLSCR1 rMATS_10813
PLSCR1,chr3,-,146239330,146239492,146234563,146234954,146239619,146239768 PLSCR1 SE 9a PLSCR1 rMATS_10814
PLSCR1,chr3,-,146239330,146243434,146239330,146239768,146243391,146243434 PLSCR1 RI 9-7 PLSCR1 rMATS_10815
PLSCR1,chr3,-,146246400,146246618,146232966,146234954,146251256,146251337 PLSCR1 SE 6 PLSCR1 rMATS_10816
PLSCR1,chr3,-,146255782,146255831,146254326,146254352,146262253,146262370 PLSCR1 SE 3 PLSCR1 rMATS_10817
PLXNB2,chr22,-,50719172,50719402,50719172,50719295,50719517,50719618 PLXNB2 A3SS 25 PLXNB2 rMATS_10818
PLXNC1,chr12,+,94597801,94603480,94580148,94580249,94613791,94613939 PLXNC1 SE 5 PLXNC1 rMATS_10819
PLXNC1,chr12,+,94603365,94603480,94562928,94580249,94613791,94613939 PLXNC1 SE 5a PLXNC1 rMATS_10820
PLXNC1,chr12,+,94659275,94659712,94658854,94659001,94673247,94673425 PLXNC1 SE U1 PLXNC1 rMATS_10821
PLXNC1,chr12,+,94659275,94661071,94658854,94659001,94673247,94673425 PLXNC1 SE U2 PLXNC1 rMATS_10822
PLXNC1,chr12,+,94692407,94692571,94691091,94691199,94694685,94694833 PLXNC1 SE 28 PLXNC1 rMATS_10823
PLXND1,chr3,-,129286334,129286447,129285369,129285474,129286540,129286625 PLXND1 SE 22 PLXND1 rMATS_10824
PM20D2,chr6,+,89864466,89864621,89862761,89862904,89868043,89868179 PM20D2 SE 4 PM20D2 rMATS_10825
PM20D2,chr6,+,89871501,89871609,89868043,89868179,89871827,89872273 PM20D2 SE 6 PM20D2 rMATS_10826
PMM2,chr16,+,8898623,8898700,8895655,8895767,8900172,8900264 PMM2 SE 3 PMM2 rMATS_10827
PMM2,chr16,+,8904935,8905035,8900172,8900264,8905494,8905570 PMM2 SE 5 PMM2 rMATS_10828
PMPCB,chr7,+,102939014,102939976,102939014,102939155,102939889,102939976 PMPCB RI 2-3 PMPCB rMATS_10829
PMPCB,chr7,+,102939014,102940754,102939014,102939976,102940624,102940754 PMPCB RI 2-4 PMPCB rMATS_10830
PMPCB,chr7,+,102940624,102944487,102940624,102940754,102944432,102944487 PMPCB RI 4-5 PMPCB rMATS_10831
PMPCB,chr7,+,102944294,102944487,102944432,102944487,102940624,102940754 PMPCB A3SS 5 PMPCB rMATS_10832
PMPCB,chr7,+,102949398,102950922,102949398,102949542,102950761,102950922 PMPCB RI 8-9 PMPCB rMATS_10833
PMPCB,chr7,+,102949398,102952175,102949398,102949542,102952089,102952175 PMPCB RI 8-10 PMPCB rMATS_10834
PMPCB,chr7,+,102950103,102950922,102949398,102949542,102952089,102952175 PMPCB SE 9 PMPCB rMATS_10835
PMPCB,chr7,+,102952089,102955133,102952089,102952343,102952502,102955133 PMPCB RI 10-13,10-18 PMPCB rMATS_10836
PMS2CL,chr7,+,6776706,6777567,6774935,6775020,6781315,6781483 PMS2CL SE U1 PMS2CL rMATS_10837
PMS2P1,chr7,-,99923313,99923402,99831226,99831297,99926458,99926642 PMS2P1 SE U1 PMS2P1 rMATS_10838
PMS2P1,chr7,-,99927804,99927907,99927857,99927907,99926458,99926642 PMS2P1 A5SS U2 PMS2P1 rMATS_10839
PMS2P3,chr7,-,75141632,75141735,75140252,75140436,75141912,75141999 PMS2L3 SE 7 PMS2L3 rMATS_10840
PMS2P3,chr7,-,75141632,75141745,75139095,75140436,75141912,75141999 PMS2L3 SE 7a PMS2L3 rMATS_10841
PNISR,chr6,-,99850415,99850816,99850415,99850586,99851704,99851758 SFRS18 A3SS 12 SFRS18 rMATS_10842
PNISR,chr6,-,99855956,99858840,99855956,99856147,99858616,99858840 SFRS18 RI 8-6 SFRS18 rMATS_10843
PNISR,chr6,-,99855956,99860194,99855956,99858801,99860426,99860615 SFRS18 A3SS 6a SFRS18 rMATS_10844
PNISR,chr6,-,99855956,99860194,99855956,99858840,99860426,99860615 SFRS18 A3SS 6 SFRS18 rMATS_10845
PNISR,chr6,-,99855956,99860615,99855956,99858801,99860426,99860615 SFRS18 RI 8-5a SFRS18 rMATS_10846
PNISR,chr6,-,99855956,99860615,99855956,99858840,99860426,99860615 SFRS18 RI 8-5 SFRS18 rMATS_10847
PNISR,chr6,-,99855956,99864304,99855956,99862562,99864224,99864304 SFRS18 RI 8-2 SFRS18 rMATS_10848
PNISR,chr6,-,99864035,99864304,99862447,99862566,99873090,99873182 SFRS18 SE 2 SFRS18 rMATS_10849
PNISR,chr6,-,99864224,99864304,99855956,99862566,99873090,99873182 SFRS18 SE 2a SFRS18 rMATS_10850
PNP,chr14,+,20942630,20943411,20942630,20942734,20943220,20943411 PNP RI 3-5 PNP rMATS_10851
PNPLA2,chr11,+,823997,824130,823693,823855,824313,824436 PNPLA2 SE 8 PNPLA2 rMATS_10852
PNPLA6,chr19,+,7625886,7625996,7625533,7625650,7626093,7626203 PNPLA6 SE 34 PNPLA6 rMATS_10853
PNPLA8,chr7,-,108119627,108131911,108119627,108119823,108131853,108131911 PNPLA8 RI U-Ud PNPLA8 rMATS_10854
PNPLA8,chr7,-,108119627,108131911,108119627,108128397,108131853,108131911 PNPLA8 RI U-U PNPLA8 rMATS_10855
PNPLA8,chr7,-,108128202,108137199,108128202,108131911,108137027,108137199 PNPLA8 RI U-Ua PNPLA8 rMATS_10856
PNPLA8,chr7,-,108137027,108137214,108131853,108131911,108137926,108138021 PNPLA8 SE U1 PNPLA8 rMATS_10857
PNPLA8,chr7,-,108137027,108138054,108137027,108138021,108142934,108143086 PNPLA8 A3SS U2 PNPLA8 rMATS_10858
PNPLA8,chr7,-,108154587,108161965,108154587,108156018,108161919,108161965 PNPLA8 RI U-Ub PNPLA8 rMATS_10859
PNPLA8,chr7,-,108154879,108156018,108154879,108155891,108161919,108161965 PNPLA8 A3SS U3 PNPLA8 rMATS_10860
PNPLA8,chr7,-,108154879,108156018,108154879,108155891,108166472,108166582 PNPLA8 A3SS U4 PNPLA8 rMATS_10861
PNPLA8,chr7,-,108154879,108166762,108154879,108155891,108166472,108166762 PNPLA8 RI U-Uc PNPLA8 rMATS_10862
POC1B,chr12,-,89818937,89819156,89813497,89815034,89853414,89853495 POC1B SE 14 POC1B rMATS_10863
POC5,chr5,-,74973598,74973775,74969885,74970403,74981031,74981225 C5orf37 SE 13 C5orf37 rMATS_10864
POC5,chr5,-,74981031,74981309,74981031,74981225,74984836,74984990 C5orf37 A3SS 12 C5orf37 rMATS_10865
POC5,chr5,-,75003561,75003700,75001528,75001612,75008678,75008763 C5orf37 SE 5 C5orf37 rMATS_10866
POFUT2,chr21,-,46703297,46703442,46702184,46702374,46705592,46705843 POFUT2 SE 3 POFUT2 rMATS_10867
POGK,chr1,+,166815848,166815975,166810183,166810325,166818174,166819660 POGK SE 3 POGK rMATS_10868
POGZ,chr1,-,151380884,151381057,151380575,151380716,151381169,151381304 POGZ SE 14 POGZ rMATS_10869
POGZ,chr1,-,151396424,151397537,151396424,151396762,151397430,151397537 POGZ RI 9-8 POGZ rMATS_10870
POGZ,chr1,-,151397430,151397537,151395872,151396762,151400298,151400490 POGZ SE 8 POGZ rMATS_10871
POGZ,chr1,-,151400298,151400517,151400298,151400490,151400598,151400889 POGZ A3SS 7 POGZ rMATS_10872
POGZ,chr1,-,151402078,151402187,151395872,151396762,151403141,151403317 POGZ SE 5 POGZ rMATS_10873
POGZ,chr1,-,151402078,151402187,151400298,151400889,151403141,151403317 POGZ SE 5_v1 POGZ rMATS_10874
POLA1,chrX,+,24721367,24721464,24717541,24717666,24722505,24722586 POLA1 SE 3 POLA1 rMATS_10875
POLA1,chrX,+,24759491,24761446,24759491,24760238,24761346,24761446 POLA1 RI 21-23 POLA1 rMATS_10876
POLA2,chr11,+,65048462,65048618,65047008,65047097,65049140,65049203 POLA2 SE 8 POLA2 rMATS_10877
POLB,chr8,+,42207524,42207583,42206533,42206608,42210036,42210086 POLB SE 5 POLB rMATS_10878
POLB,chr8,+,42207524,42207583,42206533,42206608,42213033,42213085 POLB SE 5_v1 POLB rMATS_10879
POLB,chr8,+,42211934,42212039,42210036,42210086,42213033,42213085 POLB SE U1 POLB rMATS_10880
POLB,chr8,+,42220129,42220216,42218613,42218883,42226788,42226853 POLB SE 12 POLB rMATS_10881
POLDIP3,chr22,-,42983511,42992371,42983511,42991620,42992191,42992371 POLDIP3 RI 8-5 POLDIP3 rMATS_10882
POLDIP3,chr22,-,42987313,42987459,42983511,42983578,42987960,42988090 POLDIP3 SE U1 POLDIP3 rMATS_10883
POLDIP3,chr22,-,42991542,42991609,42987960,42988090,42992191,42992371 POLDIP3 SE 6 POLDIP3 rMATS_10884
POLDIP3,chr22,-,42993678,42993743,42989801,42992371,42995703,42995799 POLDIP3 SE U2 POLDIP3 rMATS_10885
POLDIP3,chr22,-,42997975,42998062,42995703,42995799,42998775,42999166 POLDIP3 SE 3 POLDIP3 rMATS_10886
POLE,chr12,-,133256082,133256808,133256082,133256632,133256763,133256808 POLE RI 6-4 POLE rMATS_10887
POLE,chr12,-,133256082,133257865,133256082,133257273,133257723,133257865 POLE RI 6-2 POLE rMATS_10888
POLG,chr15,-,89860606,89860767,89846092,89860058,89861771,89861947 POLG SE 22b POLG rMATS_10889
POLG,chr15,-,89860606,89860783,89858808,89860058,89861771,89861980 POLG SE 22a POLG rMATS_10890
POLG,chr15,-,89860606,89861268,89852657,89860058,89861771,89861980 POLG SE 22 POLG rMATS_10891
POLG,chr15,-,89862161,89862330,89860606,89861980,89862458,89862581 POLG SE 20 POLG rMATS_10892
POLG,chr15,-,89864355,89864491,89860606,89864243,89864966,89865019 POLG SE 17 POLG rMATS_10893
POLG,chr15,-,89870142,89870294,89870221,89870294,89869842,89869969 POLG A5SS 8 POLG rMATS_10894
POLK,chr5,+,74864501,74864615,74848296,74848416,74865164,74865317 POLK SE 6 POLK rMATS_10895
POLK,chr5,+,74865771,74865829,74865164,74865317,74869562,74869694 POLK SE U1 POLK rMATS_10896
POLK,chr5,+,74869523,74869694,74869562,74869694,74865164,74865317 POLK A3SS U2 POLK rMATS_10897
POLK,chr5,+,74876954,74877273,74877033,74877273,74872604,74872758 POLK A3SS U3 POLK rMATS_10898
POLQ,chr3,-,121192196,121192334,121190836,121191011,121195386,121195580 POLQ SE 22a POLQ rMATS_10899
POLQ,chr3,-,121192201,121192334,121190836,121191011,121195386,121195580 POLQ SE 22 POLQ rMATS_10900
POLQ,chr3,-,121202232,121202396,121200418,121200659,121203887,121204027 POLQ SE 19a POLQ rMATS_10901
POLQ,chr3,-,121202232,121202617,121200418,121200659,121203887,121204031 POLQ SE 19 POLQ rMATS_10902
POLQ,chr3,-,121258941,121259045,121258279,121258436,121260195,121260326 POLQ SE U1 POLQ rMATS_10903
POLQ,chr3,-,121260195,121260326,121258279,121258436,121263573,121263753 POLQ SE 4 POLQ rMATS_10904
POLR1A,chr2,-,86271261,86271427,86270096,86270318,86272400,86272483 POLR1A SE 22 POLR1A rMATS_10905
POLR1D,chr13,+,28197011,28197247,28195915,28196146,28206635,28208654 POLR1D SE 3 POLR1D rMATS_10906
POLR1D,chr13,+,28197011,28197247,28195915,28196146,28222515,28222590 POLR1D SE 3_v1 POLR1D rMATS_10907
POLR1D,chr13,+,28224178,28224352,28222515,28222590,28239822,28240078 POLR1D SE 5a POLR1D rMATS_10908
POLR1D,chr13,+,28224178,28224378,28222515,28222590,28239822,28240084 POLR1D SE 5b POLR1D rMATS_10909
POLR1D,chr13,+,28224178,28225489,28222515,28222590,28239822,28241559 POLR1D SE 5 POLR1D rMATS_10910
POLR1E,chr9,+,37500836,37500918,37498087,37498221,37501709,37501841 POLR1E SE 11 POLR1E rMATS_10911
POLR2A,chr17,+,7404844,7406611,7404844,7406020,7406439,7406611 POLR2A RI 14-17 POLR2A rMATS_10912
POLR2A,chr17,+,7406904,7412951,7406904,7412509,7412850,7412951 POLR2A RI 19-22 POLR2A rMATS_10913
POLR2A,chr17,+,7411469,7411794,7406904,7407110,7412262,7412509 POLR2A SE 20 POLR2A rMATS_10914
POLR2B,chr4,+,57860812,57861032,57860812,57860970,57861416,57861575 POLR2B A5SS 6 POLR2B rMATS_10915
POLR2B,chr4,+,57871765,57873168,57871765,57871885,57872981,57873168 POLR2B RI 10-11 POLR2B rMATS_10916
POLR2B,chr4,+,57873278,57876156,57872981,57873168,57876526,57876670 POLR2B SE U1 POLR2B rMATS_10917
POLR2B,chr4,+,57874554,57876156,57872981,57873168,57876526,57876670 POLR2B SE U2 POLR2B rMATS_10918
POLR2B,chr4,+,57876089,57876156,57871765,57873168,57876526,57876670 POLR2B SE U3 POLR2B rMATS_10919
POLR2B,chr4,+,57883725,57888412,57883725,57887161,57888348,57888412 POLR2B RI 17-19 POLR2B rMATS_10920
POLR2B,chr4,+,57887064,57890278,57887064,57889917,57890170,57890278 POLR2B RI 18-22 POLR2B rMATS_10921
POLR2B,chr4,+,57887495,57888412,57887064,57887161,57889495,57889746 POLR2B SE 19 POLR2B rMATS_10922
POLR2B,chr4,+,57888301,57888412,57887064,57887161,57889495,57889746 POLR2B SE 19c POLR2B rMATS_10923
POLR2B,chr4,+,57888301,57888412,57888348,57888412,57887064,57887161 POLR2B A3SS 19 POLR2B rMATS_10924
POLR2B,chr4,+,57888317,57888412,57887064,57887161,57889495,57889746 POLR2B SE 19d POLR2B rMATS_10925
POLR2B,chr4,+,57888343,57888412,57887064,57887161,57889495,57889746 POLR2B SE 19b POLR2B rMATS_10926
POLR2B,chr4,+,57888348,57888412,57883725,57887161,57889495,57889746 POLR2B SE 19a POLR2B rMATS_10927
POLR2D,chr2,-,128608163,128608259,128600336,128605759,128610498,128610679 POLR2D SE 3a POLR2D rMATS_10928
POLR2D,chr2,-,128608163,128609147,128600548,128605759,128610498,128610679 POLR2D SE 3 POLR2D rMATS_10929
POLR2G,chr11,+,62529266,62530498,62529266,62530338,62532653,62532704 POLR2G A5SS 3 POLR2G rMATS_10930
POLR2J4,chr7,-,44054204,44054382,44053191,44053278,44056032,44056122 POLR2J4 SE U1 POLR2J4 rMATS_10931
POLR2J4,chr7,-,44054236,44054382,44053191,44053278,44056032,44056122 POLR2J4 SE U2 POLR2J4 rMATS_10932
POLR3C,chr1,-,145594944,145595220,145594944,145594994,145595118,145595220 POLR3C RI 14-13 POLR3C rMATS_10933
POLR3C,chr1,-,145596903,145597574,145596903,145597054,145597513,145597574 POLR3C RI 12-11 POLR3C rMATS_10934
POLR3C,chr1,-,145608107,145608659,145608107,145608293,145608403,145608659 POLR3C RI 5-4 POLR3C rMATS_10935
POLR3C,chr1,-,145608107,145608659,145608107,145608293,145608620,145608659 POLR3C RI 5-4a POLR3C rMATS_10936
POLR3C,chr1,-,145608403,145608659,145608403,145608507,145608620,145608659 POLR3C RI 4-4 POLR3C rMATS_10937
POLR3GL,chr1,-,145457934,145458003,145457547,145457604,145459651,145459781 POLR3GL SE 4 POLR3GL rMATS_10938
POM121,chr7,+,72350741,72352122,72350356,72350456,72361165,72361292 POM121 SE U1 POM121 rMATS_10939
POM121,chr7,+,72352000,72352122,72349937,72350456,72361165,72361292 POM121 SE U2 POM121 rMATS_10940
POM121,chr7,+,72352019,72352122,72349888,72350456,72361165,72361292 POM121 SE U3 POM121 rMATS_10941
POM121,chr7,+,72352063,72352122,72349713,72350456,72361165,72361292 POM121 SE U4 POM121 rMATS_10942
POMP,chr13,+,29233955,29234056,29233140,29233324,29236546,29236644 POMP SE U1 POMP rMATS_10943
POMP,chr13,+,29233958,29234056,29233140,29233324,29236546,29236644 POMP SE U2 POMP rMATS_10944
POMT1,chr9,+,134381500,134381607,134378288,134378460,134381789,134381840 POMT1 SE 3 POMT1 rMATS_10945
POP4,chr19,+,30101315,30101539,30099563,30099616,30102768,30102846 POP4 SE 3 POP4 rMATS_10946
POT1,chr7,-,124510964,124511095,124503403,124503694,124532319,124532434 POT1 SE 7 POT1 rMATS_10947
PPA2,chr4,-,106350109,106352738,106345352,106345479,106359106,106359193 PPA2 SE U1 PPA2 rMATS_10948
PPAPDC1B,chr8,-,38125888,38125979,38124482,38125478,38126399,38126508 PPAPDC1B SE 3 PPAPDC1B rMATS_10949
PPFIA1,chr11,+,70184479,70184559,70184479,70184540,70185276,70185412 PPFIA1 A5SS 14 PPFIA1 rMATS_10950
PPFIA1,chr11,+,70194294,70194526,70189774,70189998,70200406,70200558 PPFIA1 SE 17a PPFIA1 rMATS_10951
PPFIA1,chr11,+,70194294,70194615,70189774,70189998,70200406,70200558 PPFIA1 SE 17 PPFIA1 rMATS_10952
PPHLN1,chr12,+,42726461,42726504,42719946,42720031,42729684,42729776 PPHLN1 SE 3 PPHLN1 rMATS_10953
PPHLN1,chr12,+,42745686,42745851,42729684,42729776,42748962,42749024 PPHLN1 SE 5 PPHLN1 rMATS_10954
